	user_iduser_id	YoB	grade	neventsuser_id	ndays_act	nplay_video	nforum_postsuser_id	nforum_endorsed	nforum_threadsuser_id	nforum_comments	ntranscriptuser_id	nshow_answer	nvideo	nseq_gotouser_id	nseek_videouser_id	npause_videouser_id	avg_dtuser_id	sdv_dtuser_id	max_dtuser_id	n_dt	sum_dtuser_id	isstaff	user_iduser_id	neventsuser_id	nplayvideo	ntranscriptuser_id	nseq_gotouser_id	nseek_videouser_id	npause_videouser_id	nvideos_viewed	nvideos_watched_sec	nforum_reads	nforum_postsuser_id	nforum_threadsuser_id	avg_dtuser_id	sdv_dtuser_id	max_dtuser_id	sum_dtuser_id	nproblems_attempted	nproblems_answered
49	3579	1994.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	706	19.0	0.0	0.0	4.0	0.0	0.0	0	0.0	0	0	0	14.404638937500005	37.64281828726798	152.42129599999998	230.47422300000008	0	0
50	5767	1985.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	3707	5.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	1.09557225	1.4861523677381074	3.307576	4.382289	0	0
51	3315	1989.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	4489	40.0	0.0	0.0	6.0	0.0	0.0	0	0.0	0	0	0	4.909676171428571	12.912446698911241	72.507203	171.838666	0	0
52	3184	1977.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	4489	8.0	0.0	0.0	5.0	0.0	0.0	0	0.0	0	0	0	86.12981933333332	122.49927435519376	226.39673	258.389458	0	0
53	125	1984.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	3292	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0
54	3290	1991.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	4355	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0
55	2717	1993.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	4657	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0
56	5544	1987.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	2092	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0
57	4150	1996.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	2417	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0
58	4828	1993.0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	5224	6.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	3.805817	4.4006309819587806	11.175863	19.029085	0	0
